time,activity,circumplex.arousal,circumplex.valence,mood,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms
2014-04-09,0.034126984126984145,0.25,0.25,6.5,455.006,1715.1350000000004,2041.4039999999995,23.372,,,29.333999999999996,28.381999999999998,26.014,,,,3.0,4303.1010003089905,
2014-04-10,0.03035714285714286,0.75,0.0,6.0,116.38900000000001,826.8670000000001,921.5539999999997,,,,19.387,196.27100000000002,,77.658,2.019,,1.0,2158.587001562118,
2014-04-11,0.11428571428571428,0.0,0.6,6.8,2.008,765.301,690.9629999999999,23.749000000000002,,,19.296,,598.908,153.30700000000002,,,,5562.076999187466,
2014-04-12,0.06944444444444445,0.0,0.8,7.0,,1664.7170000000003,1146.349,,,,52.751999999999995,,,,59.098000000000006,,2.0,2841.563000202179,
2014-04-13,0.1722222222222222,-0.8,0.0,6.0,12.187,503.45700000000005,273.8819999999999,,,,15.208,,411.041,,1.008,,,1216.8459997177124,1.0
2014-04-14,0.08333333333333319,-0.2,-0.2,5.8,75.483,186.68600000000004,482.67,,,5.029,25.479,,77.72,,,,1.0,823.1890001296997,1.0
2014-04-15,0.08854166666666669,0.0,0.0,6.0,120.66499999999999,595.632,1042.797,148.776,,,11.277000000000001,,,,,,1.0,1799.8969995975488,1.0
2014-04-16,0.015584415584415586,-0.5,-0.25,5.5,10.120999999999999,262.839,419.4920000000001,,,,29.612,,,,,,,588.7820003032683,
2014-04-17,0.11045653907496013,0.0,0.75,7.0,31.595999999999997,1268.0370000000003,651.9979999999997,36.512,,,32.259,,43.02400000000001,151.64100000000002,5.106999999999999,,1.0,2211.4480004310594,1.0
2014-04-18,0.11473829201101932,-1.2,0.6,6.6,130.091,516.4950000000001,1488.6919999999993,80.219,,72.352,12.052999999999999,38.117000000000004,22.127,,3.0109999999999997,,2.0,2364.1620001792908,1.0
2014-04-19,0.11314935064935065,0.25,1.0,8.0,13.157,761.494,584.2470000000001,,,4.0280000000000005,20.803,36.476,475.38599999999997,,,,,1896.4769990444192,
2014-04-20,0.041548295454545435,0.0,0.25,6.25,2.012,248.20999999999998,208.96999999999997,,,,,267.892,61.328,,,,,421.08100032806396,
2014-04-21,0.015309343434343441,-1.0,0.5,6.5,66.726,66.779,554.8820000000001,32.885999999999996,,,16.339,,,108.031,2.205,,2.0,848.1339998245236,
2014-04-22,0.06439393939393938,-0.2,0.4,6.6,814.349,835.9220000000001,1426.935,,,,,26.468000000000004,,,,,15.0,2612.3979995250684,
2014-04-23,0.03922032828282828,-0.3333333333333333,0.3333333333333333,6.333333333333333,810.732,765.12,1200.4119999999998,71.327,,,23.765,28.135,,30.26,,,2.0,2925.293999671936,2.0
2014-04-24,0.042032828282828276,0.2,1.0,7.2,23.392,302.979,422.5449999999998,,,,7.085,,4.024,,,5.032,5.0,763.8369996547699,
2014-04-25,0.11581439393939394,0.25,1.0,7.25,4.023,644.2679999999999,976.6480000000004,47.888999999999996,,,25.512999999999998,,,71.26,,14.065999999999999,,1263.7550008296964,
2014-04-26,0.11026936026936031,0.0,1.0,8.0,74.732,1051.7220000000002,404.5199999999999,203.255,,,38.775000000000006,8.226,,,,25.462,,1797.34500002861,
2014-04-27,,-1.0,0.25,6.25,,,,,,,,,,,,,,,
2014-04-28,,0.0,0.6,6.6,,,,,,,,,,,,,,,
2014-04-29,,-0.5,0.5,6.75,,,,,,,,,,,,,,,
2014-04-30,,-0.5,0.75,7.0,,,,,,,,,,,,,,,
2014-05-01,,-0.25,0.75,7.5,,,,,,,,,,,,,,,
2014-05-02,,0.0,0.8,7.6,,,,,,,,,,,,,,,
2014-05-03,,0.25,0.75,7.75,,,,,,,,,,,,,,,
2014-05-04,,0.2,0.4,6.6,,,,,,,,,,,,,,,
2014-05-05,,-1.0,0.5,6.0,,,,,,,,,,,,,,,
